num_nodes,mean_degree,corrupt_ratio,topology,metric,trials,alternative_mean,er_mean,paired_mean_difference,ci_low,ci_high,equivalence_margin,equivalent_within_margin,direction
100,4,0.4,ring,hlcp_rank_attackable_rate,100,0.0555,0.03733333333333333,0.01816666666666667,0.00583333333333334,0.031004166666666645,0.05,True,higher_than_er
100,4,0.4,ring,hssp_tractable_attackable_rate,100,0.05366666666666666,0.03733333333333333,0.016333333333333335,0.0034958333333333343,0.029666666666666668,0.05,True,higher_than_er
100,4,0.4,ring,max_core_fraction,100,0.09733333333333334,0.004666666666666667,0.09266666666666667,0.07782916666666667,0.109,0.05,False,higher_than_er
100,4,0.5,ring,direct_recovery_rate,100,0.0028000000000000004,0.045200000000000004,-0.0424,-0.047599999999999996,-0.037000000000000005,0.05,True,lower_than_er
100,4,0.5,ring,hssp_eligible_rate,100,0.49620000000000003,0.5344,-0.03819999999999999,-0.11460000000000001,0.043604999999999956,0.05,False,overlaps_er
100,4,0.5,ring,hssp_rank_attackable_rate,100,0.17559999999999998,0.06280000000000001,0.1128,0.081395,0.1442,0.05,False,higher_than_er
100,4,0.5,ring,hlcp_rank_attackable_rate,100,0.17559999999999998,0.07120000000000001,0.10439999999999999,0.06819499999999999,0.139205,0.05,False,higher_than_er
100,4,0.5,ring,hssp_tractable_attackable_rate,100,0.15219999999999997,0.0546,0.09759999999999999,0.07479999999999999,0.1208,0.05,False,higher_than_er
100,4,0.5,ring,max_core_fraction,100,0.256,0.5274,-0.27140000000000003,-0.34600500000000006,-0.18839500000000006,0.05,False,lower_than_er
100,4,0.6,ring,direct_recovery_rate,100,0.011249999999999998,0.061750000000000006,-0.050499999999999996,-0.057999999999999996,-0.04300000000000001,0.05,False,lower_than_er
100,4,0.6,ring,hssp_eligible_rate,100,0.8452500000000001,0.8532500000000001,-0.008000000000000014,-0.04300000000000002,0.02599999999999999,0.05,True,overlaps_er
100,4,0.6,ring,hssp_rank_attackable_rate,100,0.48275,0.48275000000000007,9.436895709313831e-18,-0.0912875,0.09150624999999996,0.05,False,overlaps_er
100,4,0.6,ring,hlcp_rank_attackable_rate,100,0.48275,0.50125,-0.018499999999999982,-0.11401874999999996,0.08249999999999998,0.05,False,overlaps_er
100,4,0.6,ring,hssp_tractable_attackable_rate,100,0.3929999999999999,0.07775,0.31525000000000003,0.27325000000000005,0.3559999999999999,0.05,False,higher_than_er
100,4,0.6,ring,max_core_fraction,100,0.32824999999999993,0.8357499999999999,-0.5075,-0.54026875,-0.4759999999999999,0.05,False,lower_than_er
100,4,0.7,ring,direct_recovery_rate,100,0.04799999999999999,0.08633333333333333,-0.03833333333333333,-0.051675,-0.024666666666666674,0.05,False,lower_than_er
100,4,0.7,ring,hssp_eligible_rate,100,0.9233333333333335,0.8703333333333334,0.05299999999999999,0.02866666666666666,0.07599999999999998,0.05,False,higher_than_er
100,4,0.7,ring,hssp_rank_attackable_rate,100,0.8153333333333334,0.7706666666666667,0.04466666666666665,-0.03666666666666666,0.12437499999999978,0.05,False,overlaps_er
100,4,0.7,ring,hlcp_rank_attackable_rate,100,0.8153333333333334,0.779,0.03633333333333332,-0.04200833333333335,0.11567499999999996,0.05,False,overlaps_er
100,4,0.7,ring,hssp_tractable_attackable_rate,100,0.7536666666666666,0.11966666666666667,0.6339999999999999,0.5886666666666668,0.6803416666666666,0.05,False,higher_than_er
100,4,0.7,ring,max_core_fraction,100,0.30199999999999994,0.8370000000000002,-0.535,-0.5593333333333333,-0.5083333333333334,0.05,False,lower_than_er
100,4,0.8,ring,direct_recovery_rate,100,0.17800000000000002,0.154,0.024,-1.2500000000001173e-05,0.04850000000000001,0.05,True,overlaps_er
